X,Y,id,type,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualCount,lifeStage,occurrenceStatus,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,footprintWKT,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
177.21667,-17.8,140,PhysicalObject,2014/06/08 12:00:00+00,en,Orania adiastolos (Muricidae from Fiji and Tonga 140),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 62 Orania adiastolos,GearType=Warén dredge,18,,present,GearType=Warén dredge,,,,,,DW 62,South Pacific Ocean,,,,,32,32,decimal degrees,-17.8,177.21667,WGS84,200,POINT (177.21667 -17.8),,urn:lsid:marinespecies.org:taxname:408187,Orania adiastolos,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,adiastolos,,"Houart, 1995",41
177.36667,-17.65,141,PhysicalObject,2014/06/08 12:00:00+00,en,Orania fischeriana (Muricidae from Fiji and Tonga 141),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,BS 82 Orania fischeriana,,1,,present,,,,,,,BS 82,South Pacific Ocean,,,,,21,21,decimal degrees,-17.65,177.36667,WGS84,200,POINT (177.36667 -17.65),,urn:lsid:marinespecies.org:taxname:408196,Orania fischeriana,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,fischeriana,,"(Tapparone-Canefri, 1882)",42
177.2,-17.81667,142,PhysicalObject,2014/06/08 12:00:00+00,en,Orania fischeriana (Muricidae from Fiji and Tonga 142),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 74 Orania fischeriana,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 74,South Pacific Ocean,,,,,38,38,decimal degrees,-17.81667,177.2,WGS84,200,POINT (177.2 -17.81667),,urn:lsid:marinespecies.org:taxname:408196,Orania fischeriana,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,fischeriana,,"(Tapparone-Canefri, 1882)",43
178.5475,-18.20433333,143,PhysicalObject,2014/06/08 12:00:00+00,en,Orania pacifica (Muricidae from Fiji and Tonga 143),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1371 Orania pacifica,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/16,228,1998,8,16,CP 1371,South Pacific Ocean,,,,,135,151,decimal degrees,-18.20433333,178.5475,WGS84,30,POINT (178.5475 -18.2043333333333),,urn:lsid:marinespecies.org:taxname:408205,Orania pacifica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,pacifica,,"(Nakayama, 1988)",44
-178.7155,-17.175167,144,PhysicalObject,2014/06/08 12:00:00+00,en,Orania pacifica (Muricidae from Fiji and Tonga 144),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1440 Orania pacifica,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/03,62,1999,3,3,DW 1440,South Pacific Ocean,,,,,190,308,decimal degrees,-17.175167,-178.7155,WGS84,30,POINT (-178.7155 -17.175167),,urn:lsid:marinespecies.org:taxname:408205,Orania pacifica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,pacifica,,"(Nakayama, 1988)",45
-175.31667,-21.03333,145,PhysicalObject,2014/06/08 12:00:00+00,en,Orania pacifica (Muricidae from Fiji and Tonga 145),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1567 Orania pacifica,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1567,South Pacific Ocean,,,,,351,356,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:408205,Orania pacifica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,pacifica,,"(Nakayama, 1988)",46
-173.9,-18.61667,146,PhysicalObject,2014/06/08 12:00:00+00,en,Orania pacifica (Muricidae from Fiji and Tonga 146),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1587 Orania pacifica,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1587,South Pacific Ocean,,,,,309,400,decimal degrees,-18.61667,-173.9,WGS84,200,POINT (-173.9 -18.61667),,urn:lsid:marinespecies.org:taxname:408205,Orania pacifica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Orania,,pacifica,,"(Nakayama, 1988)",47
178.0306667,-17.04083333,147,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula obtuselirata (Muricidae from Fiji and Tonga 147),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1331 Pagodula obtuselirata,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1331,South Pacific Ocean,,,,,694,703,decimal degrees,-17.04083333,178.0306667,WGS84,30,POINT (178.030666666667 -17.0408333333333),,urn:lsid:marinespecies.org:taxname:399290,Pagodula obtuselirata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,obtuselirata,,"(Schepman, 1911)",48
178.8951667,-18,148,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula obtuselirata (Muricidae from Fiji and Tonga 148),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1361 Pagodula obtuselirata,GearType=beam trawl,23,,present,GearType=beam trawl,1998/08/13,225,1998,8,13,CP 1361,South Pacific Ocean,,,,,1058,1091,decimal degrees,-18,178.8951667,WGS84,30,POINT (178.895166666667 -18),,urn:lsid:marinespecies.org:taxname:399290,Pagodula obtuselirata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,obtuselirata,,"(Schepman, 1911)",49
-179.466667,-17.358667,149,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula obtuselirata (Muricidae from Fiji and Tonga 149),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1458 Pagodula obtuselirata,GearType=beam trawl,6,,present,GearType=beam trawl,1999/03/05,71,1999,3,12,CP 1458,South Pacific Ocean,,,,,1216,1226,decimal degrees,-17.358667,-179.466667,WGS84,30,POINT (-179.466667 -17.358667),,urn:lsid:marinespecies.org:taxname:399290,Pagodula obtuselirata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,obtuselirata,,"(Schepman, 1911)",50
-178.487167,-18.915833,150,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula obtuselirata (Muricidae from Fiji and Tonga 150),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1494 Pagodula obtuselirata,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,1999/03/12,71,1999,3,12,DW 1494,South Pacific Ocean,,,,,240,219,decimal degrees,-18.915833,-178.487167,WGS84,30,POINT (-178.487167 -18.915833),,urn:lsid:marinespecies.org:taxname:399290,Pagodula obtuselirata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,obtuselirata,,"(Schepman, 1911)",51
177.9731667,-16.9675,151,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 151),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CC 1336 Pagodula plicilaminata,GearType=otter trawl for shrimp,13,,present,GearType=otter trawl for shrimp,1998/08/09,221,1998,8,9,CC 1336,South Pacific Ocean,,,,,797,799,decimal degrees,-16.9675,177.9731667,WGS84,30,POINT (177.973166666667 -16.9675),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",52
177.7868333,-17.05733333,152,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 152),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CC 1337 Pagodula plicilaminata,GearType=otter trawl for shrimp,2,,present,GearType=otter trawl for shrimp,1998/08/09,221,1998,8,9,CC 1337,South Pacific Ocean,,,,,635,670,decimal degrees,-17.05733333,177.7868333,WGS84,30,POINT (177.786833333333 -17.0573333333333),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",53
177.9386667,-17.15833333,153,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 153),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1330 Pagodula plicilaminata,GearType=beam trawl,5,,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1330,South Pacific Ocean,,,,,567,699,decimal degrees,-17.15833333,177.9386667,WGS84,30,POINT (177.938666666667 -17.1583333333333),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",54
178.0306667,-17.04083333,154,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 154),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1331 Pagodula plicilaminata,GearType=beam trawl,2,,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1331,South Pacific Ocean,,,,,694,703,decimal degrees,-17.04083333,178.0306667,WGS84,30,POINT (178.030666666667 -17.0408333333333),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",55
178.131,-16.93616667,155,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 155),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1332 Pagodula plicilaminata,GearType=beam trawl,4,,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1332,South Pacific Ocean,,,,,640,687,decimal degrees,-16.93616667,178.131,WGS84,30,POINT (178.131 -16.9361666666667),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",56
178.8893333,-17.515,156,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 156),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1353 Pagodula plicilaminata,GearType=beam trawl,28,,present,GearType=beam trawl,1998/08/12,224,1998,8,12,CP 1353,South Pacific Ocean,,,,,879,897,decimal degrees,-17.515,178.8893333,WGS84,30,POINT (178.889333333333 -17.515),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",57
178.9163333,-17.71,157,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 157),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1354 Pagodula plicilaminata,GearType=beam trawl,4,,present,GearType=beam trawl,1998/08/12,224,1998,8,12,CP 1354,South Pacific Ocean,,,,,959,963,decimal degrees,-17.71,178.9163333,WGS84,30,POINT (178.916333333333 -17.71),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",58
178.25,-17.26667,158,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 158),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1314 Pagodula plicilaminata,GearType=Warén dredge,7,,present,GearType=Warén dredge,,,,,,DW 1314,South Pacific Ocean,,,,,656,660,decimal degrees,-17.26667,178.25,WGS84,200,POINT (178.25 -17.26667),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",59
178.5,-17.25,159,PhysicalObject,2014/06/08 12:00:00+00,en,Pagodula plicilaminata (Muricidae from Fiji and Tonga 159),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1345 Pagodula plicilaminata,GearType=Warén dredge,6,,present,GearType=Warén dredge,,,,,,DW 1345,South Pacific Ocean,,,,,660,663,decimal degrees,-17.25,178.5,WGS84,200,POINT (178.5 -17.25),,urn:lsid:marinespecies.org:taxname:399292,Pagodula plicilaminata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pagodula,,plicilaminata,,"(Verco, 1909)",60
178.551,-18.206,160,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 160),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1366 Pazinotus falcatiformis,GearType=beam trawl,4,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1366,South Pacific Ocean,,,,,149,168,decimal degrees,-18.206,178.551,WGS84,30,POINT (178.551 -18.206),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",61
178.3906667,-18.1855,161,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 161),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1369 Pazinotus falcatiformis,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/16,228,1998,8,16,CP 1369,South Pacific Ocean,,,,,392,433,decimal degrees,-18.1855,178.3906667,WGS84,30,POINT (178.390666666667 -18.1855),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",62
-178.631667,-18.1505,162,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 162),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1507 Pazinotus falcatiformis,GearType=beam trawl,1,,present,GearType=beam trawl,1999/03/13,72,1999,3,13,CP 1507,South Pacific Ocean,,,,,294,300,decimal degrees,-18.1505,-178.631667,WGS84,30,POINT (-178.631667 -18.1505),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",63
178.21667,-16.83333,163,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 163),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1333 Pazinotus falcatiformis,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1333,South Pacific Ocean,,,,,200,215,decimal degrees,-16.83333,178.21667,WGS84,200,POINT (178.21667 -16.83333),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",64
178.5,-17.25,164,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 164),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1345 Pazinotus falcatiformis,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1345,South Pacific Ocean,,,,,660,663,decimal degrees,-17.25,178.5,WGS84,200,POINT (178.5 -17.25),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",65
178.53333,-18.21667,165,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 165),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1365 Pazinotus falcatiformis,GearType=Warén dredge,5,,present,GearType=Warén dredge,,,,,,DW 1365,South Pacific Ocean,,,,,295,302,decimal degrees,-18.21667,178.53333,WGS84,200,POINT (178.53333 -18.21667),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",66
178.15,-18.31667,166,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 166),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1376 Pazinotus falcatiformis,GearType=Warén dredge,6,,present,GearType=Warén dredge,,,,,,DW 1376,South Pacific Ocean,,,,,497,504,decimal degrees,-18.31667,178.15,WGS84,200,POINT (178.15 -18.31667),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",67
178.05,-18.3,167,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 167),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1383 Pazinotus falcatiformis,GearType=Warén dredge,13,,present,GearType=Warén dredge,,,,,,DW 1383,South Pacific Ocean,,,,,230,251,decimal degrees,-18.3,178.05,WGS84,200,POINT (178.05 -18.3),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",68
178.1,-18.31667,168,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 168),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Pazinotus falcatiformis,GearType=Warén dredge,7,,present,GearType=Warén dredge,,,,,,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.31667,178.1,WGS84,200,POINT (178.1 -18.31667),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",69
-178.628,-18.1445,169,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 169),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1464 Pazinotus falcatiformis,GearType=Warén dredge,4,,present,GearType=Warén dredge,1999/03/06,65,1999,3,6,DW 1464,South Pacific Ocean,,,,,285,300,decimal degrees,-18.1445,-178.628,WGS84,30,POINT (-178.628 -18.1445),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",70
-178.643833,-18.145667,170,PhysicalObject,2014/06/08 12:00:00+00,en,Pazinotus falcatiformis (Muricidae from Fiji and Tonga 170),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1465 Pazinotus falcatiformis,GearType=Warén dredge,3,,present,GearType=Warén dredge,1999/03/06,65,1999,3,6,DW 1465,South Pacific Ocean,,,,,290,300,decimal degrees,-18.145667,-178.643833,WGS84,30,POINT (-178.643833 -18.145667),,urn:lsid:marinespecies.org:taxname:408039,Pazinotus falcatiformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pazinotus,,falcatiformis,,"(Thiele, 1925)",71
-174.95,-20.83333,171,PhysicalObject,2014/06/08 12:00:00+00,en,Phyllocoma convoluta (Muricidae from Fiji and Tonga 171),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1601 Phyllocoma convoluta,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1601,South Pacific Ocean,,,,,200,487,decimal degrees,-20.83333,-174.95,WGS84,200,POINT (-174.95 -20.83333),,urn:lsid:marinespecies.org:taxname:716630,Phyllocoma convoluta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Phyllocoma,,convoluta,,"(Broderip, 1833)",72
177.9386667,-17.15833333,172,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 172),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1330 Poirieria fragilis,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1330,South Pacific Ocean,,,,,567,699,decimal degrees,-17.15833333,177.9386667,WGS84,30,POINT (177.938666666667 -17.1583333333333),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",73
178.0306667,-17.04083333,173,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 173),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1331 Poirieria fragilis,GearType=beam trawl,2,,present,GearType=beam trawl,1998/08/08,220,1998,8,8,CP 1331,South Pacific Ocean,,,,,694,703,decimal degrees,-17.04083333,178.0306667,WGS84,30,POINT (178.030666666667 -17.0408333333333),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",74
177.7276667,-16.87516667,174,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 174),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1341 Poirieria fragilis,GearType=beam trawl,2,,present,GearType=beam trawl,1998/08/10,222,1998,8,10,CP 1341,South Pacific Ocean,,,,,500,614,decimal degrees,-16.87516667,177.7276667,WGS84,30,POINT (177.727666666667 -16.8751666666667),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",75
-174.75,-20.18333,175,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 175),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1556 Poirieria fragilis,GearType=beam trawl,1,,present,GearType=beam trawl,,,,,,CP 1556,South Pacific Ocean,,,,,589,591,decimal degrees,-20.18333,-174.75,WGS84,200,POINT (-174.75 -20.18333),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",76
-175.38333,-21.83333,176,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 176),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1638 Poirieria fragilis,GearType=beam trawl,3,,present,GearType=beam trawl,,,,,,CP 1638,South Pacific Ocean,,,,,469,520,decimal degrees,-21.83333,-175.38333,WGS84,200,POINT (-175.38333 -21.83333),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",77
-175.4,-21.15,177,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 177),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1640 Poirieria fragilis,GearType=beam trawl,3,,present,GearType=beam trawl,,,,,,CP 1640,South Pacific Ocean,,,,,564,569,decimal degrees,-21.15,-175.4,WGS84,200,POINT (-175.4 -21.15),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",78
-175.38333,-21.08333,178,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 178),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1642 Poirieria fragilis,GearType=beam trawl,7,,present,GearType=beam trawl,,,,,,CP 1642,South Pacific Ocean,,,,,532,532,decimal degrees,-21.08333,-175.38333,WGS84,200,POINT (-175.38333 -21.08333),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",79
-179.462667,-16.091833,179,PhysicalObject,2014/06/08 12:00:00+00,en,Poirieria fragilis (Muricidae from Fiji and Tonga 179),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1410 Poirieria fragilis,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/02/26,57,1999,2,26,DW 1410,South Pacific Ocean,,,,,400,410,decimal degrees,-16.091833,-179.462667,WGS84,30,POINT (-179.462667 -16.091833),,urn:lsid:marinespecies.org:taxname:564701,Poirieria fragilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Poirieria,,fragilis,,"Houart, 1996",80
