X,Y,id,type,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualCount,lifeStage,occurrenceStatus,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,footprintWKT,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
-175.38333,-22.25,234,PhysicalObject,2014/06/08 12:00:00+00,en,Siphonochelus japonicus (Muricidae from Fiji and Tonga 234),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1607 Siphonochelus japonicus,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1607,South Pacific Ocean,,,,,356,367,decimal degrees,-22.25,-175.38333,WGS84,200,POINT (-175.38333 -22.25),,urn:lsid:marinespecies.org:taxname:720057,Siphonochelus japonicus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Siphonochelus,,japonicus,,"(A. Adams, 1863)",234
-175.88333,-23.05,235,PhysicalObject,2014/06/08 12:00:00+00,en,Siphonochelus japonicus (Muricidae from Fiji and Tonga 235),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1615 Siphonochelus japonicus,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1615,South Pacific Ocean,,,,,482,504,decimal degrees,-23.05,-175.88333,WGS84,200,POINT (-175.88333 -23.05),,urn:lsid:marinespecies.org:taxname:720057,Siphonochelus japonicus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Siphonochelus,,japonicus,,"(A. Adams, 1863)",235
178.575,-18.19916667,236,PhysicalObject,2014/06/08 12:00:00+00,en,Spinidrupa euracantha (Muricidae from Fiji and Tonga 236),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1364 Spinidrupa euracantha,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1364,South Pacific Ocean,,,,,80,86,decimal degrees,-18.19916667,178.575,WGS84,30,POINT (178.575 -18.1991666666667),,urn:lsid:marinespecies.org:taxname:217189,Spinidrupa euracantha,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Spinidrupa,,euracantha,,"(A. Adams, 1853)",236
178.56667,-18.2,237,PhysicalObject,2014/06/08 12:00:00+00,en,Spinidrupa euracantha (Muricidae from Fiji and Tonga 237),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 03 Spinidrupa euracantha,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 03,South Pacific Ocean,,,,,25,32,decimal degrees,-18.2,178.56667,WGS84,200,POINT (178.56667 -18.2),,urn:lsid:marinespecies.org:taxname:217189,Spinidrupa euracantha,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Spinidrupa,,euracantha,,"(A. Adams, 1853)",237
178.03333,-18.36667,238,PhysicalObject,2014/06/08 12:00:00+00,en,Spinidrupa euracantha (Muricidae from Fiji and Tonga 238),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 08 Spinidrupa euracantha,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 08,South Pacific Ocean,,,,,28,30,decimal degrees,-18.36667,178.03333,WGS84,200,POINT (178.03333 -18.36667),,urn:lsid:marinespecies.org:taxname:217189,Spinidrupa euracantha,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Spinidrupa,,euracantha,,"(A. Adams, 1853)",238
177.2,-17.81667,239,PhysicalObject,2014/06/08 12:00:00+00,en,Spinidrupa euracantha (Muricidae from Fiji and Tonga 239),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 74 Spinidrupa euracantha,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 74,South Pacific Ocean,,,,,38,38,decimal degrees,-17.81667,177.2,WGS84,200,POINT (177.2 -17.81667),,urn:lsid:marinespecies.org:taxname:217189,Spinidrupa euracantha,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Spinidrupa,,euracantha,,"(A. Adams, 1853)",239
-178.433167,-19.009667,240,PhysicalObject,2014/06/08 12:00:00+00,en,Trophonopsis polycyma (Muricidae from Fiji and Tonga 240),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1486 Trophonopsis polycyma,GearType=Warén dredge,2,,present,GearType=Warén dredge,1999/03/10,69,1999,3,10,DW 1486,South Pacific Ocean,,,,,395,540,decimal degrees,-19.009667,-178.433167,WGS84,30,POINT (-178.433167 -19.009667),,urn:lsid:marinespecies.org:taxname:399365,Trophonopsis polycyma,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Trophonopsis,,polycyma,,"Kuroda, 1953",240
-178.419333,-19.022167,241,PhysicalObject,2014/06/08 12:00:00+00,en,Trophonopsis polycyma (Muricidae from Fiji and Tonga 241),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1488 Trophonopsis polycyma,GearType=Warén dredge,53,,present,GearType=Warén dredge,1999/03/10,69,1999,3,10,DW 1488,South Pacific Ocean,,,,,500,516,decimal degrees,-19.022167,-178.419333,WGS84,30,POINT (-178.419333 -19.022167),,urn:lsid:marinespecies.org:taxname:399365,Trophonopsis polycyma,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Trophonopsis,,polycyma,,"Kuroda, 1953",241
178.575,-18.19916667,242,PhysicalObject,2014/06/08 12:00:00+00,en,Typhinellus occlusus (Muricidae from Fiji and Tonga 242),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1364 Typhinellus occlusus,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1364,South Pacific Ocean,,,,,80,86,decimal degrees,-18.19916667,178.575,WGS84,30,POINT (178.575 -18.1991666666667),,urn:lsid:marinespecies.org:taxname:407697,Typhinellus occlusus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhinellus,,occlusus,,"(Garrard, 1963)",242
-175.33333,-22.2,243,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 243),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1603 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1603,South Pacific Ocean,,,,,189,196,decimal degrees,-22.2,-175.33333,WGS84,200,POINT (-175.33333 -22.2),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",243
178.21667,-16.83333,244,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex dentifer coriolis (Muricidae from Fiji and Tonga 244),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1333 Vokesimurex dentifer coriolis,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1333,South Pacific Ocean,,,,,200,215,decimal degrees,-16.83333,178.21667,WGS84,200,POINT (178.21667 -16.83333),,urn:lsid:marinespecies.org:taxname:405203,Vokesimurex dentifer coriolis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,dentifer,coriolis,"(Houart, 1990)",244
178.23333,-16.85,245,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex dentifer coriolis (Muricidae from Fiji and Tonga 245),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1334 Vokesimurex dentifer coriolis,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1334,South Pacific Ocean,,,,,251,257,decimal degrees,-16.85,178.23333,WGS84,200,POINT (178.23333 -16.85),,urn:lsid:marinespecies.org:taxname:405203,Vokesimurex dentifer coriolis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,dentifer,coriolis,"(Houart, 1990)",245
178.6465,-17.51783333,246,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex dolichourus (Muricidae from Fiji and Tonga 246),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1349 Vokesimurex dolichourus,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1998/08/11,223,1998,8,11,CP 1349,South Pacific Ocean,,,,,244,252,decimal degrees,-17.51783333,178.6465,WGS84,30,POINT (178.6465 -17.5178333333333),,urn:lsid:marinespecies.org:taxname:405204,Vokesimurex dolichourus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,dolichourus,,"(Ponder & Vokes, 1988)",246
178.081,-18.30916667,247,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex dolichourus (Muricidae from Fiji and Tonga 247),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1387 Vokesimurex dolichourus,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1998/08/19,231,1998,8,19,CP 1387,South Pacific Ocean,,,,,229,370,decimal degrees,-18.30916667,178.081,WGS84,30,POINT (178.081 -18.3091666666667),,urn:lsid:marinespecies.org:taxname:405204,Vokesimurex dolichourus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,dolichourus,,"(Ponder & Vokes, 1988)",247
178.085,-18.30983333,248,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex dolichourus (Muricidae from Fiji and Tonga 248),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1390 Vokesimurex dolichourus,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1998/08/19,231,1998,8,19,CP 1390,South Pacific Ocean,,,,,234,361,decimal degrees,-18.30983333,178.085,WGS84,30,POINT (178.085 -18.3098333333333),,urn:lsid:marinespecies.org:taxname:405204,Vokesimurex dolichourus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,dolichourus,,"(Ponder & Vokes, 1988)",248
178.081,-18.30916667,249,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 249),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1387 Vokesimurex hirasei,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/19,231,1998,8,19,CP 1387,South Pacific Ocean,,,,,229,370,decimal degrees,-18.30916667,178.081,WGS84,30,POINT (178.081 -18.3091666666667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",249
-178.188333,-19.691667,250,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 250),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1476 Vokesimurex hirasei,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1999/03/08,67,1999,3,8,CP 1476,South Pacific Ocean,,,,,310,420,decimal degrees,-19.691667,-178.188333,WGS84,30,POINT (-178.188333 -19.691667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",250
-175.23333,-21.25,251,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 251),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1541 Vokesimurex hirasei,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,,,,,,CP 1541,South Pacific Ocean,,,,,319,333,decimal degrees,-21.25,-175.23333,WGS84,200,POINT (-175.23333 -21.25),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",251
-178.628,-18.1445,252,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 252),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1464 Vokesimurex hirasei,GearType=Warén dredge,2,juvenile,present,GearType=Warén dredge,1999/03/06,65,1999,3,6,DW 1464,South Pacific Ocean,,,,,285,300,decimal degrees,-18.1445,-178.628,WGS84,30,POINT (-178.628 -18.1445),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",252
-178.170667,-19.666833,253,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 253),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1469 Vokesimurex hirasei,GearType=Warén dredge,2,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1469,South Pacific Ocean,,,,,314,377,decimal degrees,-19.666833,-178.170667,WGS84,30,POINT (-178.170667 -19.666833),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",253
-178.171167,-19.659833,254,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 254),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1470 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1470,South Pacific Ocean,,,,,316,323,decimal degrees,-19.659833,-178.171167,WGS84,30,POINT (-178.171167 -19.659833),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",254
-178.170833,-19.668167,255,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 255),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1471 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1471,South Pacific Ocean,,,,,280,296,decimal degrees,-19.668167,-178.170833,WGS84,30,POINT (-178.170833 -19.668167),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",255
-178.170667,-19.674667,256,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 256),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1472 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1472,South Pacific Ocean,,,,,262,266,decimal degrees,-19.674667,-178.170667,WGS84,30,POINT (-178.170667 -19.674667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",256
-178.185833,-19.678333,257,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 257),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1475 Vokesimurex hirasei,GearType=Warén dredge,4,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1475,South Pacific Ocean,,,,,321,424,decimal degrees,-19.678333,-178.185833,WGS84,30,POINT (-178.185833 -19.678333),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",257
-178.409,-18.725333,258,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 258),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1497 Vokesimurex hirasei,GearType=Warén dredge,4,,present,GearType=Warén dredge,1999/03/12,71,1999,3,12,DW 1497,South Pacific Ocean,,,,,335,350,decimal degrees,-18.725333,-178.409,WGS84,30,POINT (-178.409 -18.725333),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",258
-175.3,-21.71667,259,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 259),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1535 Vokesimurex hirasei,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1535,South Pacific Ocean,,,,,268,268,decimal degrees,-21.71667,-175.3,WGS84,200,POINT (-175.3 -21.71667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",259
-175.23333,-21.25,260,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 260),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1540 Vokesimurex hirasei,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1540,South Pacific Ocean,,,,,317,329,decimal degrees,-21.25,-175.23333,WGS84,200,POINT (-175.23333 -21.25),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",260
-173.91667,-18.56667,261,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 261),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1586 Vokesimurex hirasei,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1586,South Pacific Ocean,,,,,440,487,decimal degrees,-18.56667,-173.91667,WGS84,200,POINT (-173.91667 -18.56667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",261
-174.95,-20.81667,262,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 262),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1602 Vokesimurex hirasei,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1602,South Pacific Ocean,,,,,263,320,decimal degrees,-20.81667,-174.95,WGS84,200,POINT (-174.95 -20.81667),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",262
-175.33333,-22.2,263,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex cf. hirasei (Muricidae from Fiji and Tonga 263),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1603 Vokesimurex cf. hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1603,South Pacific Ocean,,,,,189,196,decimal degrees,-22.2,-175.33333,WGS84,200,POINT (-175.33333 -22.2),,urn:lsid:marinespecies.org:taxname:395175,Vokesimurex cf. hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,,,"Petuch, 1994",263
-175.38333,-22.25,264,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 264),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1607 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1607,South Pacific Ocean,,,,,356,367,decimal degrees,-22.25,-175.38333,WGS84,200,POINT (-175.38333 -22.25),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",264
-175.78333,-22.98333,265,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 265),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1610 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1610,South Pacific Ocean,,,,,216,237,decimal degrees,-22.98333,-175.78333,WGS84,200,POINT (-175.78333 -22.98333),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",265
-175.78333,-23,266,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 266),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1611 Vokesimurex hirasei,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1611,South Pacific Ocean,,,,,278,323,decimal degrees,-23,-175.78333,WGS84,200,POINT (-175.78333 -23),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",266
-175.33333,-21.73333,267,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex hirasei (Muricidae from Fiji and Tonga 267),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1636 Vokesimurex hirasei,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1636,South Pacific Ocean,,,,,321,331,decimal degrees,-21.73333,-175.33333,WGS84,200,POINT (-175.33333 -21.73333),,urn:lsid:marinespecies.org:taxname:405211,Vokesimurex hirasei,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,hirasei,,"(Hirase, 1915)",267
-178.487167,-18.915833,268,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex kiiensis (Muricidae from Fiji and Tonga 268),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1494 Vokesimurex kiiensis,GearType=Warén dredge,2,,present,GearType=Warén dredge,1999/03/12,71,1999,3,12,DW 1494,South Pacific Ocean,,,,,240,319,decimal degrees,-18.915833,-178.487167,WGS84,30,POINT (-178.487167 -18.915833),,urn:lsid:marinespecies.org:taxname:405212,Vokesimurex kiiensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,kiiensis,,"(Kira, 1959)",268
177.7625,-17.26833333,269,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex mindanaoensis (Muricidae from Fiji and Tonga 269),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1323 Vokesimurex mindanaoensis,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/07,219,1998,8,7,CP 1323,South Pacific Ocean,,,,,143,173,decimal degrees,-17.26833333,177.7625,WGS84,30,POINT (177.7625 -17.2683333333333),,urn:lsid:marinespecies.org:taxname:405217,Vokesimurex mindanaoensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,mindanaoensis,,"(G. B. Sowerby II, 1841)",269
178.5501667,-18.2065,270,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex mindanaoensis (Muricidae from Fiji and Tonga 270),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1363 Vokesimurex mindanaoensis,GearType=beam trawl,3,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1363,South Pacific Ocean,,,,,144,150,decimal degrees,-18.2065,178.5501667,WGS84,30,POINT (178.550166666667 -18.2065),,urn:lsid:marinespecies.org:taxname:405217,Vokesimurex mindanaoensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,mindanaoensis,,"(G. B. Sowerby II, 1841)",270
178.551,-18.206,271,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex mindanaoensis (Muricidae from Fiji and Tonga 271),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1366 Vokesimurex mindanaoensis,GearType=beam trawl,7,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1366,South Pacific Ocean,,,,,149,168,decimal degrees,-18.206,178.551,WGS84,30,POINT (178.551 -18.206),,urn:lsid:marinespecies.org:taxname:405217,Vokesimurex mindanaoensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,mindanaoensis,,"(G. B. Sowerby II, 1841)",271
178.5475,-18.20433333,272,PhysicalObject,2014/06/08 12:00:00+00,en,Vokesimurex mindanaoensis (Muricidae from Fiji and Tonga 272),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1371 Vokesimurex mindanaoensis,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/16,228,1998,8,16,CP 1371,South Pacific Ocean,,,,,135,151,decimal degrees,-18.20433333,178.5475,WGS84,30,POINT (178.5475 -18.2043333333333),,urn:lsid:marinespecies.org:taxname:405217,Vokesimurex mindanaoensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,,mindanaoensis,,"(G. B. Sowerby II, 1841)",272
